water,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
21.6499996,2.0578899,2.0532701,2.04877,2.0444,2.04017,2.03615,2.03232,2.0287399,2.02542,2.0223501,2.0195799,2.0171101,2.0149701,2.0132101,2.0118201,2.0108299,2.0102301,2.0100701,2.01038,2.0111699,2.01231,2.01371,2.0153401,2.01718,2.0192201,2.0214601,2.02388,2.0264499,2.0290699,2.03159,2.03385,2.03567,2.0369301,2.03757,2.0376101,2.0371499,2.03631,2.0352299,2.03407,2.0329599,2.0320101,2.0313101,2.03093,2.0309601,2.0315299,2.03284,2.0350699,2.03843,2.04316,2.04952,2.05778,2.0681801,2.0807199,2.0949399,2.11008,2.12535,2.1401401,2.1542499,2.1677499,2.1807399,2.1933401,2.20556,2.21733,2.2285299,2.23894,2.24828,2.25633,2.2628999,2.2679801,2.27161,2.2739,2.2749701,2.27492,2.27384,2.2718201,2.26895,2.26543,2.2613699,2.25685,2.25192,2.2466099,2.2409601,2.2350099,2.22875,2.2221799,2.2152901,2.2081001,2.20066,2.1930499,2.1853099,2.17748,2.1695499,2.1615901,2.1536601,2.1458399,2.13816,2.13063,2.12327,2.1160901,2.10905
16.2399998,2.0866399,2.0815799,2.0766201,2.07182,2.06723,2.06288,2.05883,2.05509,2.05161,2.0484099,2.04549,2.0429001,2.0406499,2.03877,2.0372901,2.0362699,2.0357101,2.0356801,2.03617,2.0371799,2.03862,2.0404501,2.0426199,2.0450799,2.0478301,2.0508399,2.05407,2.0574501,2.0608399,2.06407,2.06691,2.0691099,2.0705199,2.07111,2.07093,2.07005,2.0685301,2.06652,2.0641699,2.0616701,2.05913,2.0566399,2.05428,2.0521901,2.05054,2.0496099,2.0495999,2.05072,2.0531199,2.0570199,2.06267,2.0702801,2.0799799,2.0915,2.1043799,2.1180601,2.13205,2.1461999,2.16048,2.1749001,2.1894,2.20384,2.21807,2.2318201,2.2448001,2.25667,2.2671199,2.2759099,2.28301,2.28847,2.2924399,2.2950699,2.2965,2.2968199,2.29615,2.2945499,2.29216,2.2890899,2.28545,2.2813301,2.2767801,2.2718601,2.2666099,2.26104,2.2551301,2.2488599,2.24227,2.2354,2.2283299,2.2211101,2.2137599,2.2063301,2.1988399,2.19136,2.18396,2.1766701,2.1695499,2.16259,2.15575,2.14903
15.8999996,2.11959,2.1142199,2.10899,2.10393,2.0990901,2.09448,2.0901301,2.0860701,2.08233,2.0789001,2.07581,2.07303,2.07059,2.0685101,2.0668399,2.06569,2.0650499,2.06496,2.0653999,2.06636,2.0678,2.0696199,2.0717599,2.0741799,2.07691,2.07989,2.0830901,2.0864,2.0897601,2.0929699,2.09582,2.0980699,2.09951,2.1001,2.0998499,2.0989001,2.0973501,2.0953,2.0929301,2.0903699,2.08777,2.0852399,2.08287,2.0808499,2.0792999,2.07845,2.0785201,2.07972,2.0822599,2.0863099,2.09215,2.10004,2.11006,2.1219699,2.1352701,2.14942,2.1638801,2.1784501,2.1931,2.20788,2.2227499,2.23756,2.25214,2.2662899,2.27966,2.2918801,2.3025999,2.31162,2.3189299,2.3245401,2.3285699,2.3311601,2.33248,2.33266,2.33179,2.3300099,2.32743,2.3242099,2.32042,2.31616,2.31145,2.30634,2.3009,2.2950799,2.2889299,2.2823801,2.27547,2.26827,2.2608399,2.2532899,2.24558,2.2377801,2.2299399,2.22209,2.2143099,2.20663,2.19912,2.1917601,2.18453,2.1774001
24.9400005,2.12099,2.1155801,2.1103599,2.10531,2.1004601,2.09584,2.0915101,2.08746,2.08373,2.0803001,2.0771899,2.07442,2.072,2.0699699,2.0683701,2.06723,2.0665901,2.0664899,2.0669501,2.06795,2.0694201,2.07129,2.0735099,2.07601,2.07882,2.0818801,2.08515,2.0885501,2.09199,2.0952899,2.0982101,2.1005199,2.1020401,2.10269,2.1024899,2.1015501,2.1000199,2.0980101,2.0956399,2.09307,2.0904601,2.08794,2.0855899,2.08356,2.08202,2.0812001,2.08129,2.08251,2.0850699,2.08919,2.0950999,2.10307,2.1131999,2.1252501,2.13873,2.15307,2.1677599,2.18257,2.19748,2.2125001,2.2276299,2.2427299,2.2576001,2.2720101,2.28565,2.29812,2.3090999,2.31833,2.32581,2.3315501,2.33569,2.3383801,2.3397701,2.3399999,2.33917,2.33741,2.33483,2.3315699,2.32776,2.3234801,2.3187499,2.3136101,2.30811,2.3022699,2.2960601,2.2894599,2.2825,2.2752299,2.26774,2.2600999,2.2523401,2.2444799,2.2365699,2.2286501,2.2207999,2.2130799,2.2055199,2.1981101,2.19082,2.18365
23.0499992,2.1214399,2.1163399,2.1113701,2.10654,2.1018801,2.0974,2.0931399,2.0891399,2.0854001,2.0819199,2.0787301,2.07583,2.0732601,2.0710399,2.0692,2.06779,2.0668399,2.06635,2.0663199,2.06674,2.0675499,2.0686901,2.07008,2.0717101,2.07357,2.07566,2.07795,2.08038,2.08287,2.08529,2.0875001,2.0892999,2.0905299,2.0911701,2.0912399,2.0908799,2.0901799,2.0892701,2.08831,2.08744,2.0867701,2.0864,2.0864201,2.08691,2.08799,2.0898199,2.0926499,2.0966699,2.1021199,2.1092901,2.1184499,2.1298699,2.1435101,2.1588399,2.17504,2.19119,2.20666,2.22123,2.2349801,2.24807,2.2606699,2.27279,2.2844,2.2953601,2.30546,2.31446,2.3221099,2.3282399,2.33285,2.336,2.33779,2.3383501,2.3378,2.3362501,2.3338001,2.33057,2.3266599,2.32218,2.31721,2.31182,2.30604,2.2999401,2.29353,2.2868199,2.2797799,2.2724299,2.2648001,2.2569399,2.24892,2.2407899,2.23261,2.22438,2.21615,2.2079601,2.1998801,2.1919601,2.1842201,2.1766701,2.1692901,2.16207
15.0699997,2.23087,2.2244799,2.2182901,2.21229,2.2065001,2.2009799,2.19575,2.19083,2.18625,2.1819999,2.1780901,2.17452,2.1713099,2.1684999,2.1661301,2.1642399,2.1628699,2.16207,2.16187,2.16225,2.1631401,2.1644599,2.1661501,2.16817,2.1705,2.17311,2.17594,2.17892,2.1819201,2.1847701,2.1872201,2.1890099,2.18995,2.18999,2.1891401,2.1875601,2.1853299,2.1826,2.1795001,2.1761999,2.1728301,2.1695099,2.1663599,2.1635101,2.16115,2.1595199,2.1588399,2.1593001,2.1610999,2.1644599,2.16962,2.1768501,2.18625,2.1975999,2.21047,2.2242999,2.2386301,2.2532501,2.26811,2.2832401,2.2985899,2.3140099,2.3292899,2.3441701,2.3582699,2.3712101,2.3826399,2.3923099,2.4001701,2.40625,2.4106801,2.41363,2.41523,2.4156301,2.4149399,2.41328,2.41081,2.40766,2.40395,2.39974,2.3950801,2.3900199,2.3845899,2.3787799,2.37256,2.3659201,2.35887,2.35148,2.3438501,2.33605,2.32812,2.32008,2.31196,2.3038299,2.2957699,2.2878299,2.28005,2.2723999,2.26489,2.2574799
16.2700005,2.1276901,2.1224,2.11726,2.1122899,2.1075301,2.1029999,2.0987401,2.09478,2.09113,2.08777,2.0847499,2.0820601,2.07971,2.07776,2.07622,2.07516,2.07459,2.0745699,2.07511,2.07619,2.07775,2.0797,2.082,2.0845699,2.08744,2.09056,2.0939,2.0973799,2.1008799,2.1042299,2.10724,2.1096301,2.1112001,2.1119101,2.1117599,2.1109099,2.1094501,2.10748,2.10516,2.1026499,2.1001,2.09762,2.09532,2.0933299,2.09183,2.0910599,2.0912399,2.09255,2.0952101,2.0994301,2.1054599,2.1135499,2.1238,2.1359701,2.14955,2.16395,2.1786799,2.1935,2.2084,2.2233801,2.23844,2.2534599,2.26826,2.2826099,2.29618,2.30862,2.3195801,2.32883,2.33634,2.34215,2.34637,2.3491499,2.35063,2.35095,2.35022,2.34852,2.34602,2.34285,2.3391099,2.3348701,2.3301799,2.3250899,2.3196399,2.3138399,2.3076701,2.30111,2.2941899,2.2869601,2.27952,2.27191,2.2641799,2.25634,2.24845,2.2405601,2.2327399,2.2250299,2.2174799,2.2100699,2.20278,2.19561
26.9699993,2.1479001,2.1433501,2.1389101,2.1345899,2.1303999,2.12637,2.12254,2.1189001,2.11549,2.11233,2.10941,2.10676,2.1043701,2.1022799,2.1005499,2.09918,2.0981801,2.09759,2.0973899,2.09758,2.0980999,2.0988801,2.09988,2.1010799,2.1024699,2.1040499,2.1057801,2.10763,2.10955,2.1114199,2.1131101,2.11446,2.1153901,2.11589,2.1159999,2.11585,2.1155601,2.1152401,2.1150401,2.1150701,2.1154699,2.1162701,2.1175301,2.1193099,2.1217,2.1248801,2.1289999,2.13429,2.141,2.14942,2.1598799,2.17258,2.18735,2.2035201,2.2200699,2.2360301,2.2507901,2.26421,2.2765,2.28791,2.29866,2.30885,2.31845,2.3273699,2.3354399,2.3424101,2.34812,2.3524201,2.35536,2.3569901,2.3573999,2.35671,2.3550301,2.3525,2.34917,2.34514,2.3405399,2.3354399,2.3299401,2.32408,2.3178999,2.31142,2.3046501,2.29759,2.2902701,2.28265,2.27477,2.26668,2.2584901,2.2502699,2.2420001,2.2337101,2.22544,2.2172599,2.2092199,2.20136,2.1937001,2.18625,2.1789801,2.1719
26.9699993,2.1035099,2.09918,2.09496,2.0908599,2.08689,2.08307,2.0794301,2.076,2.0727899,2.0697801,2.0669999,2.06446,2.0621901,2.06022,2.0585599,2.05725,2.0562899,2.0557201,2.0555201,2.0557001,2.0562,2.0569401,2.0578799,2.05901,2.0603399,2.06182,2.0634601,2.0652101,2.06703,2.06879,2.07039,2.0716801,2.07254,2.0729599,2.07302,2.07283,2.07249,2.0721099,2.07183,2.07178,2.0720501,2.07269,2.07375,2.07531,2.07743,2.0802801,2.0840299,2.08885,2.09501,2.1027899,2.1124899,2.12428,2.13802,2.1531,2.1686001,2.1835699,2.1974299,2.2100799,2.2216899,2.2324901,2.24266,2.25231,2.26142,2.2698901,2.27755,2.2841899,2.2896299,2.29375,2.2965701,2.2981501,2.2985899,2.2979701,2.2964101,2.29403,2.29091,2.2871201,2.2827699,2.2779601,2.2727799,2.26724,2.26139,2.25526,2.2488799,2.2422199,2.23525,2.2280099,2.22053,2.2128701,2.20508,2.1972301,2.1893599,2.1814699,2.1735799,2.16576,2.1580601,2.1505401,2.1431899,2.13604,2.12907,2.1222401
27.1800003,2.1414001,2.13659,2.1319001,2.1273401,2.12292,2.11868,2.11464,2.11081,2.1072199,2.1038699,2.10078,2.09795,2.0954199,2.09321,2.0913401,2.0898499,2.0887499,2.0880899,2.0878401,2.08798,2.08846,2.0892301,2.09023,2.09145,2.09287,2.09447,2.09622,2.09811,2.10008,2.102,2.1037199,2.1050899,2.10603,2.1065099,2.10656,2.1063399,2.1059699,2.1055801,2.1052699,2.1052001,2.1055,2.10621,2.1073999,2.1091399,2.1115,2.11464,2.1187501,2.1240499,2.13083,2.13936,2.1499701,2.1629,2.17801,2.1946001,2.2116599,2.2281899,2.2435501,2.25755,2.27037,2.2823,2.29357,2.30424,2.3143001,2.3236699,2.33217,2.33955,2.3455801,2.3501799,2.3533499,2.35513,2.3556199,2.35497,2.3533101,2.3506999,2.34726,2.3431101,2.3383601,2.3330901,2.3273799,2.32131,2.31494,2.30825,2.30124,2.29392,2.28633,2.27843,2.2702401,2.2618599,2.25337,2.2448201,2.2362101,2.2275801,2.2190101,2.21051,2.2021401,2.1939499,2.1860099,2.1782701,2.1707101,2.1633501
18.0699997,2.1224501,2.1169701,2.11164,2.1064801,2.1015301,2.0968001,2.09235,2.0881801,2.0843,2.08073,2.0774701,2.0745399,2.07196,2.0697601,2.0679801,2.0666499,2.06582,2.06552,2.0657501,2.06651,2.0677099,2.0693099,2.0712199,2.07341,2.07587,2.0785799,2.0815001,2.0845699,2.0876901,2.0906899,2.0933599,2.09548,2.09689,2.0975201,2.0973899,2.0966201,2.09534,2.0936401,2.0916901,2.0896399,2.08762,2.0857201,2.0840499,2.0827501,2.08197,2.0819199,2.0828099,2.0848701,2.0883,2.0933099,2.1001899,2.10921,2.12044,2.1335299,2.1479101,2.16291,2.1779699,2.1928301,2.20748,2.2220001,2.2363801,2.2505801,2.2644401,2.27777,2.2902999,2.3016901,2.31163,2.3199201,2.32653,2.3315001,2.33496,2.3370199,2.3378401,2.3375201,2.3362,2.3339701,2.3309801,2.3273401,2.3231599,2.3185201,2.3134401,2.3079801,2.3021801,2.2960401,2.2895601,2.2827101,2.2755201,2.26806,2.2604101,2.25261,2.24471,2.2367401,2.22873,2.2207301,2.2128,2.20503,2.1974299,2.18998,2.1826601,2.1754799
17.1399994,2.2279501,2.2216699,2.2155399,2.2095799,2.20382,2.1982601,2.19293,2.18786,2.1830599,2.17855,2.17431,2.17033,2.1666601,2.1633201,2.1603401,2.1577599,2.1556301,2.15399,2.1528301,2.1521499,2.15189,2.1519899,2.15239,2.15306,2.154,2.15519,2.1565499,2.1580601,2.1596,2.1610301,2.1621699,2.1628201,2.1628101,2.1621201,2.1607699,2.15888,2.1565299,2.1538301,2.1509199,2.1479299,2.1449599,2.1420901,2.13943,2.1370699,2.13516,2.1338899,2.13344,2.13398,2.13569,2.1387601,2.14341,2.1498499,2.15817,2.1681299,2.1792901,2.1911001,2.20311,2.2151401,2.22717,2.2392299,2.2513001,2.26331,2.27513,2.2865801,2.29739,2.30726,2.3159199,2.3231699,2.32899,2.33339,2.3364601,2.33831,2.3390601,2.33884,2.3377099,2.3357999,2.3332,2.33005,2.3264599,2.32248,2.31813,2.3134401,2.30846,2.30316,2.2975099,2.2914701,2.2851,2.27846,2.2716,2.26459,2.2574701,2.2502501,2.24297,2.2356901,2.2284801,2.22138,2.21439,2.20754,2.20081,2.19417
21.1900005,2.0929301,2.08799,2.0831599,2.07847,2.0739501,2.0696299,2.0655,2.06161,2.05797,2.05459,2.05147,2.04861,2.0460501,2.0438099,2.0419199,2.0404401,2.03936,2.0387299,2.0385399,2.03881,2.0394499,2.0404201,2.04163,2.0430801,2.04476,2.0466299,2.0486801,2.0508499,2.0530701,2.0552101,2.0571101,2.0585799,2.0594699,2.0597801,2.05954,2.05884,2.0578001,2.05653,2.0551901,2.0539,2.0527699,2.0518999,2.0513699,2.05126,2.0516801,2.0527999,2.0548301,2.05795,2.0623801,2.0683501,2.0761499,2.086,2.0979099,2.1114399,2.12588,2.14045,2.1545801,2.1680501,2.1809299,2.1933501,2.2054,2.2170901,2.2283599,2.2390699,2.2490301,2.2579601,2.26563,2.2718799,2.27668,2.2800801,2.2821701,2.2830701,2.2828701,2.2817001,2.27965,2.27683,2.27335,2.26931,2.2648201,2.2599201,2.2546501,2.2490499,2.24314,2.2369199,2.2303801,2.2235,2.21632,2.20889,2.2012999,2.1935899,2.1858101,2.1779699,2.17012,2.1622901,2.1545501,2.14696,2.1395299,2.1322801,2.12518,2.1182301
22.9099998,2.21152,2.2063701,2.20137,2.1965101,2.1918299,2.18732,2.1830301,2.1789801,2.1751599,2.1716199,2.16834,2.16535,2.1626301,2.1602399,2.1582201,2.1566,2.1554101,2.15467,2.1543801,2.15451,2.15502,2.1558599,2.15696,2.1582899,2.1598501,2.1616001,2.1635201,2.16556,2.16765,2.1696701,2.1714401,2.17278,2.1735699,2.17378,2.17345,2.1726899,2.1716399,2.1703999,2.1691201,2.1679201,2.16693,2.1662199,2.1658599,2.16594,2.16658,2.1679599,2.1702499,2.17366,2.1784301,2.1847899,2.1930399,2.2034099,2.2158799,2.22995,2.2448599,2.2598,2.2741899,2.2878201,2.30072,2.3130901,2.3250301,2.33657,2.34764,2.35815,2.3678801,2.37655,2.38394,2.38993,2.39448,2.39762,2.3994501,2.40011,2.3996899,2.3982899,2.3960299,2.3930399,2.38939,2.38518,2.3805399,2.37552,2.3701501,2.36443,2.3584099,2.3521199,2.34547,2.33846,2.3311501,2.3236201,2.3159199,2.30809,2.3002,2.29228,2.2843199,2.2763901,2.2685699,2.26092,2.2534299,2.24611,2.23897,2.2319801
17.1900005,2.1731701,2.1668899,2.1607499,2.1547999,2.14904,2.1434901,2.1382101,2.1331999,2.12848,2.1240399,2.1199,2.11606,2.11254,2.10937,2.10659,2.1042399,2.10235,2.10096,2.1001,2.09974,2.0998299,2.1003101,2.10111,2.10221,2.10358,2.1052101,2.1070299,2.1089799,2.11096,2.1128199,2.1143701,2.11536,2.11567,2.1152301,2.11408,2.1123199,2.11007,2.10744,2.1045599,2.1015799,2.0986199,2.0957999,2.0931699,2.0908699,2.0890501,2.0878999,2.08763,2.0884199,2.09045,2.09391,2.09904,2.1061001,2.11515,2.1259501,2.13801,2.15078,2.16379,2.1768,2.1898,2.2028301,2.2158799,2.2288699,2.2416699,2.25405,2.2657599,2.2764499,2.28585,2.29374,2.30007,2.3048899,2.30827,2.31036,2.31129,2.3111501,2.31004,2.3081,2.3054399,2.3022101,2.29847,2.2943101,2.2897601,2.2848799,2.27967,2.2741001,2.2681699,2.2618599,2.2551899,2.24821,2.24102,2.23368,2.2262199,2.2186799,2.21106,2.2034299,2.1958599,2.1884301,2.18115,2.174,2.16697,2.1600499
18.8099995,2.16397,2.15855,2.15327,2.14816,2.14324,2.13854,2.1340699,2.1298599,2.1259401,2.1222999,2.1189599,2.1159,2.1131799,2.11081,2.10882,2.10728,2.10619,2.1056199,2.10552,2.1059201,2.10677,2.10797,2.1094601,2.1112199,2.11323,2.1154799,2.1179299,2.1205101,2.1231301,2.1256299,2.12782,2.1294999,2.1304901,2.13076,2.1303301,2.1293099,2.12781,2.1259501,2.1238999,2.1217799,2.1197,2.1178,2.1161699,2.1149199,2.1141601,2.11412,2.11502,2.1170101,2.1203201,2.12517,2.13185,2.14059,2.1514399,2.1640799,2.1779499,2.1923299,2.2066901,2.2207799,2.2346101,2.24825,2.26173,2.2750201,2.2879801,2.3004501,2.31214,2.3227801,2.3320799,2.3398099,2.3459301,2.3505001,2.3536301,2.3554301,2.3559999,2.35549,2.3540001,2.35165,2.3485401,2.34481,2.34057,2.33588,2.33077,2.32529,2.31949,2.3133399,2.3068299,2.2999501,2.2927301,2.2852299,2.2775199,2.26967,2.2617199,2.25368,2.2456,2.23754,2.2295499,2.22171,2.21401,2.20647,2.19908,2.1918099
19.5699997,2.1129,2.1076901,2.1026001,2.0976701,2.0929201,2.0883501,2.0840199,2.0799501,2.0761299,2.0725901,2.06932,2.06633,2.0636499,2.0613,2.05932,2.05777,2.0566399,2.05599,2.05581,2.0560999,2.0567901,2.0578001,2.0591099,2.0606699,2.06247,2.0644901,2.06669,2.06903,2.0713999,2.0736699,2.07565,2.0771599,2.0780401,2.0782499,2.07781,2.0768299,2.0754199,2.0737,2.0718,2.06986,2.0680101,2.06634,2.06493,2.06389,2.06335,2.0634999,2.0645399,2.0666399,2.07002,2.0748999,2.0815401,2.0901799,2.1008501,2.11323,2.12672,2.14065,2.15447,2.1679599,2.1811099,2.19403,2.2067399,2.2192199,2.23138,2.2430301,2.2539501,2.26386,2.27247,2.2795901,2.2852101,2.28935,2.2921,2.2936001,2.2939601,2.2932999,2.2917099,2.2892799,2.28616,2.28246,2.27828,2.27369,2.2687001,2.26337,2.25771,2.25174,2.24543,2.23878,2.2318001,2.22455,2.2171099,2.2095399,2.20189,2.19418,2.18641,2.1786599,2.17099,2.16346,2.15609,2.14886,2.1417899,2.13484
19.2399998,2.1933501,2.1872201,2.1812301,2.1754,2.16977,2.1643701,2.15922,2.15434,2.14973,2.1454,2.1413801,2.13766,2.1342599,2.1312399,2.1285901,2.12638,2.12462,2.1233799,2.1226599,2.1224501,2.1226799,2.12327,2.1241801,2.12537,2.1268401,2.12854,2.13043,2.1324799,2.1345601,2.1365499,2.1382201,2.13938,2.1398799,2.1396599,2.1387801,2.1373401,2.1354899,2.1333101,2.13095,2.1285501,2.12626,2.1241701,2.12237,2.12096,2.12007,2.11991,2.1206901,2.1225801,2.1258099,2.13063,2.13728,2.1460099,2.1568699,2.1695299,2.1833701,2.19769,2.2119401,2.2258799,2.2395201,2.2529199,2.26614,2.27913,2.2918,2.3039701,2.3153801,2.3257301,2.3347499,2.3422301,2.34813,2.3525,2.3554499,2.35707,2.3575101,2.3568699,2.3552899,2.35285,2.3496799,2.3459201,2.34166,2.3369899,2.3319199,2.32651,2.32076,2.3146701,2.3082099,2.3013601,2.2941401,2.2866299,2.2789299,2.27109,2.26314,2.25509,2.247,2.23894,2.2309499,2.2230999,2.21541,2.20789,2.20051,2.19326
21.7399998,2.22142,2.21596,2.21067,2.2055199,2.2005401,2.19577,2.1912401,2.18696,2.18296,2.17922,2.1757901,2.1726501,2.1698101,2.16732,2.16522,2.1635399,2.1623199,2.1615701,2.1612999,2.16151,2.1621201,2.16308,2.16433,2.1658299,2.1675701,2.1695199,2.1716599,2.1739299,2.17624,2.1784501,2.1803899,2.18185,2.1826999,2.1828899,2.1824801,2.1815701,2.18027,2.17873,2.1770799,2.1754601,2.17399,2.17275,2.17185,2.17137,2.1714301,2.17223,2.17398,2.1768601,2.1811099,2.18698,2.1947601,2.20467,2.2167301,2.23051,2.2453001,2.2603199,2.2749701,2.2890401,2.3025799,2.31567,2.3284299,2.3408401,2.3528399,2.36428,2.3749199,2.3845,2.39276,2.3995099,2.4047501,2.4085,2.4108701,2.4119601,2.4119201,2.4108701,2.40889,2.40609,2.40259,2.39853,2.3940001,2.38906,2.3837199,2.3780601,2.3720801,2.3657799,2.3591099,2.3520801,2.3447399,2.3371501,2.32936,2.32144,2.3134599,2.3054199,2.2973499,2.2893,2.2813599,2.27356,2.26596,2.2585101,2.25121,2.2440701
22.9200001,2.1514101,2.1463799,2.1414599,2.1366801,2.1320601,2.12763,2.12341,2.11941,2.11566,2.11218,2.1089499,2.1059899,2.1033001,2.10094,2.0989299,2.0973201,2.0961101,2.09533,2.095,2.0950999,2.0955701,2.09635,2.0973899,2.09866,2.1001501,2.10184,2.1036999,2.10568,2.1077001,2.1096499,2.1113701,2.1126699,2.11343,2.11362,2.1132901,2.11255,2.11151,2.11028,2.10901,2.10782,2.1068201,2.1060901,2.10571,2.1057501,2.1063399,2.10763,2.1098199,2.1131101,2.1176901,2.1238401,2.13183,2.14189,2.15399,2.16768,2.18222,2.19681,2.21086,2.22416,2.2367899,2.2488899,2.26056,2.2718301,2.28266,2.2929201,2.3024101,2.31089,2.31811,2.32392,2.32832,2.3313699,2.3331299,2.33374,2.3332901,2.3319199,2.3297,2.32674,2.3231499,2.31903,2.3144801,2.3095601,2.3042901,2.2987101,2.29284,2.28667,2.28018,2.27335,2.2662301,2.2588701,2.2513299,2.24369,2.2360001,2.22826,2.2205,2.21278,2.2051501,2.19768,2.1903701,2.1832399,2.17627,2.16944
15.8999996,2.8046401,2.79583,2.78721,2.77882,2.77071,2.7629099,2.7554801,2.74841,2.74176,2.7355199,2.7297301,2.7244,2.7195401,2.71522,2.7114902,2.7084,2.7059801,2.7043099,2.7033601,2.70313,2.7035401,2.70452,2.70595,2.7077899,2.7100301,2.7126799,2.7156501,2.7188601,2.7221699,2.7253599,2.7281399,2.73019,2.7312701,2.73123,2.7300601,2.72788,2.7248399,2.7210701,2.7167201,2.7119701,2.7070501,2.7021201,2.69732,2.6928701,2.6890001,2.6860399,2.6842999,2.6840401,2.68555,2.6890399,2.6947899,2.70314,2.7142701,2.7279201,2.74354,2.7604499,2.7780299,2.79597,2.81424,2.8328099,2.85164,2.8705699,2.8893499,2.90763,2.9249899,2.94098,2.9551501,2.96715,2.9769201,2.98452,2.9901199,2.99386,2.99593,2.99648,2.99564,2.99354,2.99032,2.98616,2.98118,2.9754801,2.9691,2.9621401,2.95472,2.9468601,2.93853,2.9296999,2.92045,2.91083,2.9009199,2.89077,2.88047,2.8700399,2.8594999,2.8489101,2.8383801,2.8280201,2.8178301,2.80778,2.7978501,2.78808
21.9099998,2.2566299,2.25073,2.2449801,2.2394099,2.23404,2.2288899,2.22402,2.21943,2.2151599,2.2112,2.2075701,2.2042899,2.20136,2.1988301,2.1967599,2.1951799,2.1941099,2.19361,2.19366,2.1942301,2.1952701,2.1967201,2.1984701,2.2005,2.20279,2.2053299,2.2081101,2.21103,2.21402,2.2169099,2.2195001,2.22157,2.22296,2.2236199,2.2235999,2.2230301,2.22205,2.2207999,2.21942,2.21808,2.2169099,2.2160101,2.2154801,2.21543,2.2160301,2.21753,2.22013,2.2240901,2.22966,2.2371399,2.24686,2.2590699,2.2737601,2.29041,2.3081601,2.3260701,2.3434501,2.36007,2.3759599,2.3912599,2.4061,2.4205,2.43437,2.4475601,2.4598,2.47083,2.48033,2.4881301,2.49419,2.49859,2.50143,2.50282,2.5029202,2.5018702,2.4997599,2.4967101,2.49283,2.4882901,2.4831901,2.4775801,2.4715099,2.46505,2.45825,2.4510601,2.44347,2.4354801,2.42715,2.41854,2.40974,2.40082,2.39182,2.38275,2.3736501,2.3645799,2.3556399,2.3468699,2.33829,2.32989,2.3216901,2.3136699
24.8799992,2.0687301,2.06446,2.0603099,2.0563099,2.05246,2.0487599,2.0452499,2.04197,2.03895,2.03618,2.0336499,2.03139,2.0294299,2.0278001,2.02652,2.02563,2.0251601,2.02513,2.0255301,2.02635,2.02753,2.029,2.03071,2.0326099,2.0347199,2.03703,2.03951,2.04211,2.04476,2.0473499,2.04971,2.0516701,2.0531299,2.05405,2.0544801,2.0545499,2.05439,2.0541,2.0538101,2.0536499,2.05372,2.05409,2.0548401,2.0560501,2.0578301,2.06041,2.0639601,2.0686901,2.0748301,2.08266,2.0924699,2.10446,2.1185501,2.13415,2.1503899,2.1663599,2.1814599,2.1955299,2.2086799,2.2210901,2.2329099,2.24421,2.2549801,2.26511,2.2744,2.2826099,2.2895701,2.29514,2.29932,2.30217,2.3037701,2.30423,2.3036599,2.3021801,2.29987,2.2968299,2.2931499,2.28894,2.2842801,2.2792301,2.2738299,2.2681,2.2620599,2.2557299,2.2491,2.2421801,2.2349701,2.22755,2.21998,2.2123399,2.2046499,2.1969199,2.1891899,2.18151,2.1739299,2.1665201,2.1593001,2.1522701,2.1454,2.13869
18.9099998,2.28824,2.2814,2.2747099,2.2681799,2.2618699,2.25579,2.24999,2.2444701,2.23926,2.23435,2.22978,2.22557,2.22175,2.2183299,2.2153599,2.2128799,2.2109001,2.2094901,2.2086601,2.20837,2.20855,2.20913,2.2100501,2.2112801,2.21279,2.2145801,2.21665,2.21889,2.22122,2.2235,2.2255001,2.22697,2.22772,2.22774,2.22702,2.2256801,2.22381,2.22156,2.21907,2.21645,2.21386,2.2114,2.2091799,2.20733,2.2060399,2.20557,2.2061601,2.2079799,2.2112899,2.2163701,2.2235,2.23295,2.24476,2.25861,2.27387,2.2897401,2.3055799,2.3211701,2.3364899,2.3515799,2.3664999,2.3812001,2.39554,2.4093001,2.4221501,2.43379,2.4439299,2.4523001,2.4588499,2.46366,2.4668601,2.46859,2.4689701,2.4681599,2.46626,2.4633999,2.4596701,2.4552,2.45012,2.44451,2.4384,2.43185,2.4249799,2.4177699,2.4102199,2.4023099,2.3940899,2.3856201,2.3769901,2.3682399,2.3594,2.3505201,2.3415999,2.33271,2.32394,2.31533,2.3069,2.29863,2.29054,2.28262
